R2;RMSE;PL;norm;seeds;percentage;pretraining
0.4364824891090393;0.4556315744446356;True;0;422;0.01;False
0.5769404172897339;0.389170379695837;True;0;422;0.01;False
0.5947977304458618;0.3836867412032078;True;0;422;0.01;False
0.48367005586624146;0.4310223047410605;True;0;422;0.01;False
0.4739838242530823;0.44550021715726174;True;0;422;0.01;False
0.33833277225494385;0.49371907946186094;True;1;422;0.01;False
0.5764230489730835;0.3894082574433679;True;1;422;0.01;False
0.4824727177619934;0.4336181839940296;True;1;422;0.01;False
0.6428040266036987;0.35850016218312103;True;1;422;0.01;False
0.466907262802124;0.4484869095700419;True;1;422;0.01;False
0.7510960698127747;0.30281401786384415;True;1;422;0.02;False
0.7890720963478088;0.2747932068379361;True;1;422;0.02;False
0.7647406458854675;0.29235755745083897;True;1;422;0.02;False
0.7570997476577759;0.2956310612740649;True;1;422;0.02;False
0.7591074109077454;0.3014811139154031;True;1;422;0.02;False
0.7279458045959473;0.31658316011031645;True;0;422;0.02;False
0.7158734798431396;0.31892965293513864;True;0;422;0.02;False
0.7121425867080688;0.32339221664990286;True;0;422;0.02;False
0.7339775562286377;0.3093821438051274;True;0;422;0.02;False
0.777276873588562;0.2898885419839931;True;0;422;0.02;False
0.836995005607605;0.2450533019929772;True;1;422;0.04;False
0.8211005330085754;0.2530716457179322;True;1;422;0.04;False
0.8253549933433533;0.2518946705513358;True;1;422;0.04;False
0.7994202375411987;0.26864551742128867;True;1;422;0.04;False
0.8808282613754272;0.21204841327847135;True;1;422;0.04;False
0.8316186666488647;0.24906179095350398;True;0;422;0.04;False
0.8225757479667664;0.2520260816116289;True;0;422;0.04;False
0.8567702174186707;0.2281169266121313;True;0;422;0.04;False
0.8363746404647827;0.24263941993244634;True;0;422;0.04;False
0.791905403137207;0.28020687841489117;True;0;422;0.04;False
0.917904794216156;0.17390775463964825;True;0;422;0.1;False
0.9471627473831177;0.13753372884092693;True;0;422;0.1;False
0.8520885705947876;0.2318150829907684;True;0;422;0.1;False
0.9091782569885254;0.18077191407043022;True;0;422;0.1;False
0.9412167072296143;0.1489276573188057;True;0;422;0.1;False
0.9197883009910583;0.1719011969542287;True;1;422;0.1;False
0.927564799785614;0.16103261664558513;True;1;422;0.1;False
0.9475803971290588;0.13800277606834221;True;1;422;0.1;False
0.9146102070808411;0.1752826878925147;True;1;422;0.1;False
0.9167966842651367;0.17718164202175016;True;1;422;0.1;False
0.5497885942459106;0.4072568228110869;True;1;421;0.01;False
0.4691365957260132;0.43594367935559203;True;1;421;0.01;False
0.4177548885345459;0.4599321684374758;True;1;421;0.01;False
0.13325071334838867;0.5584481056115672;True;1;421;0.01;False
0.55751633644104;0.40859869448877567;True;1;421;0.01;False
0.4540075659751892;0.44849068063815767;True;0;421;0.01;False
0.5874917507171631;0.384286650141439;True;0;421;0.01;False
0.5099443197250366;0.4219525407244305;True;0;421;0.01;False
0.581861138343811;0.38787904704813514;True;0;421;0.01;False
0.5370661020278931;0.4179341489070799;True;0;421;0.01;False
0.782474160194397;0.28308414722380276;True;0;421;0.02;False
0.7634780406951904;0.29098774309169884;True;0;421;0.02;False
0.7638605237007141;0.29290391840444774;True;0;421;0.02;False
0.7878159880638123;0.2763073455400533;True;0;421;0.02;False
0.6143748164176941;0.3814442569622352;True;0;421;0.02;False
0.613023042678833;0.3775745073267909;True;1;421;0.02;False
0.8120882511138916;0.2593677600171862;True;1;421;0.02;False
0.7519302368164062;0.3002118256891034;True;1;421;0.02;False
0.7708780765533447;0.2871239587103131;True;1;421;0.02;False
0.7894983291625977;0.28182283980401945;True;1;421;0.02;False
0.8369852900505066;0.24506060642550875;True;1;421;0.04;False
0.87550950050354;0.21110914452338128;True;1;421;0.04;False
0.8024863004684448;0.267879511262517;True;1;421;0.04;False
0.8309093117713928;0.24665840401428454;True;1;421;0.04;False
0.8158819079399109;0.2635703986542288;True;1;421;0.04;False
0.8160289525985718;0.2603363564952131;True;0;421;0.04;False
0.8833621740341187;0.20434247633050986;True;0;421;0.04;False
0.8643584847450256;0.2219919198870451;True;0;421;0.04;False
0.8721070885658264;0.2145158085471827;True;0;421;0.04;False
0.8983994126319885;0.1957927045797339;True;0;421;0.04;False
0.925981879234314;0.16513122152408594;True;1;421;0.1;False
0.9380186200141907;0.1489599720213415;True;1;421;0.1;False
0.9452725648880005;0.14100790213996778;True;1;421;0.1;False
0.9420891404151917;0.1443497510502072;True;1;421;0.1;False
0.9412909746170044;0.1488335683533054;True;1;421;0.1;False
0.7883414030075073;0.27924030237853215;True;0;421;0.1;False
0.9390627145767212;0.1476999959780706;True;0;421;0.1;False
0.9470551013946533;0.13869247820748415;True;0;421;0.1;False
0.9407839179039001;0.14596739139181875;True;0;421;0.1;False
0.9604013562202454;0.12223304963566693;True;0;421;0.1;False
0.5752664804458618;0.3955654902846186;True;0;421;0.01;True
0.7031525373458862;0.3259910493423516;True;0;421;0.01;True
0.7157760858535767;0.3213447360237216;True;0;421;0.01;True
0.6802629828453064;0.3391818034444231;True;0;421;0.01;True
0.7180628776550293;0.3261553366117306;True;0;421;0.01;True
0.6079904437065125;0.38002174406205835;True;1;421;0.01;True
0.6148049831390381;0.37134649804727743;True;1;421;0.01;True
0.6002642512321472;0.3810898303666721;True;1;421;0.01;True
0.6810779571533203;0.338749230162249;True;1;421;0.01;True
0.581182062625885;0.3975218555152143;True;1;421;0.01;True
0.8032327890396118;0.2692380499051843;True;0;421;0.02;True
0.8043248653411865;0.2646712543181428;True;0;421;0.02;True
0.7980557680130005;0.27086729820948746;True;0;421;0.02;True
0.7623363733291626;0.29242698167626946;True;0;421;0.02;True
0.8405799865722656;0.24525606544967718;True;0;421;0.02;True
0.8288129568099976;0.2511282436508848;True;1;421;0.02;True
0.7544821500778198;0.2964698385864229;True;1;421;0.02;True
0.8248606324195862;0.2522509094085784;True;1;421;0.02;True
0.7929942011833191;0.272914959390168;True;1;421;0.02;True
0.8297885060310364;0.25342112926945204;True;1;421;0.02;True
0.8605363965034485;0.22666816056305025;True;0;421;0.04;True
0.8867899775505066;0.20131745672474638;True;0;421;0.04;True
0.8830296397209167;0.20614785533303395;True;0;421;0.04;True
0.8843185305595398;0.20401774058677014;True;0;421;0.04;True
0.8934573531150818;0.2004980542922087;True;0;421;0.04;True
0.8582744598388672;0.2284989391658081;True;1;421;0.04;True
0.8944574594497681;0.1943805298371281;True;1;421;0.04;True
0.8694369196891785;0.21779658960003104;True;1;421;0.04;True
0.7990951538085938;0.2688631401771608;True;1;421;0.04;True
0.8855246305465698;0.2078281665575677;True;1;421;0.04;True
0.8683590292930603;0.22021941964751515;True;0;422;0.04;True
0.8755545020103455;0.21107099865077067;True;0;422;0.04;True
0.8818948268890381;0.20714544349850367;True;0;422;0.04;True
0.8307640552520752;0.24676432150631328;True;0;422;0.04;True
0.8864400386810303;0.20699552011767625;True;0;422;0.04;True
0.6340311169624329;0.367182691015041;True;1;422;0.01;True
0.721293032169342;0.3158732858746435;True;1;422;0.01;True
0.6609920859336853;0.3509504288341023;True;1;422;0.01;True
0.6734450459480286;0.3427790127814313;True;1;422;0.01;True
0.6971044540405273;0.3380608102506221;True;1;422;0.01;True
0.687170684337616;0.3394797118280994;True;0;422;0.01;True
0.7063031196594238;0.32425645815786247;True;0;422;0.01;True
0.6531543731689453;0.3549841627429875;True;0;422;0.01;True
0.6655164957046509;0.346915291259019;True;0;422;0.01;True
0.7715919017791748;0.2935649146698858;True;0;422;0.01;True
0.8539738655090332;0.2319398417384177;True;1;422;0.04;True
0.8211892247200012;0.2530089000250357;True;1;422;0.04;True
0.8735257387161255;0.21435912700477178;True;1;422;0.04;True
0.7623584270477295;0.29241342683696675;True;1;422;0.04;True
0.8967990875244141;0.19732867073807028;True;1;422;0.04;True
0.8268303275108337;0.25257829979401714;True;1;422;0.02;True
0.8069945573806763;0.2628595625733799;True;1;422;0.02;True
0.7658777236938477;0.2916501699051149;True;1;422;0.02;True
0.7648004293441772;0.2909071291222721;True;1;422;0.02;True
0.8252880573272705;0.256749562871351;True;1;422;0.02;True
0.8127603530883789;0.2626388659332371;True;0;422;0.02;True
0.7615874409675598;0.2921484334603687;True;0;422;0.02;True
0.818011999130249;0.25713562976523635;True;0;422;0.02;True
0.6865653395652771;0.3358223407218646;True;0;422;0.02;True
0.8258016109466553;0.2563719238420327;True;0;422;0.02;True
0.8276086449623108;0.2520100433168563;True;1;422;0.1;True
0.9428025484085083;0.1430959117786092;True;1;422;0.1;True
0.9419255256652832;0.14525579863938104;True;1;422;0.1;True
0.9346425533294678;0.15334995250545697;True;1;422;0.1;True
0.9385757446289062;0.15223637489290234;True;1;422;0.1;True
0.9406745433807373;0.14783618877308696;True;0;422;0.1;True
0.9510826468467712;0.13233369884807825;True;0;422;0.1;True
0.9378504753112793;0.15026566652176618;True;0;422;0.1;True
0.8976119756698608;0.1919378760696548;True;0;422;0.1;True
0.946252167224884;0.1424062032023544;True;0;422;0.1;True
0.9263956546783447;0.16466902833746327;True;1;421;0.1;True
0.9526190757751465;0.13023891248847794;True;1;421;0.1;True
0.9225795865058899;0.16771372575166246;True;1;421;0.1;True
0.9339776635169983;0.15412800638139335;True;1;421;0.1;True
0.9457799196243286;0.1430304550463851;True;1;421;0.1;True
0.9314927458763123;0.1588650677541662;True;0;421;0.1;True
0.9503711462020874;0.13329257869984792;True;0;421;0.1;True
0.9438803791999817;0.14279011421548884;True;0;421;0.1;True
0.9244096875190735;0.16491843222237165;True;0;421;0.1;True
0.9541124701499939;0.1315817607952168;True;0;421;0.1;True
0.46420592069625854;0.4442823440593024;True;0;42;0.01;False
0.5774353742599487;0.38894262420378084;True;0;42;0.01;False
0.6125167608261108;0.3752038719396345;True;0;42;0.01;False
0.5301753282546997;0.4111534892702266;True;0;42;0.01;False
-0.05801045894622803;0.6318199709919333;True;0;42;0.01;False
0.5770794749259949;0.39472031548269426;True;1;42;0.01;False
0.6236996650695801;0.36703398721777764;True;1;42;0.01;False
0.5896921157836914;0.386096453655291;True;1;42;0.01;False
0.5349269509315491;0.4090690918545025;True;1;42;0.01;False
0.6071244478225708;0.3850134617755663;True;1;42;0.01;False
0.7781044244766235;0.285913324636927;True;1;42;0.02;False
0.7928248643875122;0.2723377044803382;True;1;42;0.02;False
0.6893089413642883;0.33597367114129223;True;1;42;0.02;False
0.7708595395088196;0.2871355447065978;True;1;42;0.02;False
0.812574028968811;0.26592749313461783;True;1;42;0.02;False
0.749422550201416;0.3038303226461111;True;0;42;0.02;False
0.7419948577880859;0.30391574589816717;True;0;42;0.02;False
0.7341428995132446;0.3107885464003074;True;0;42;0.02;False
0.7773743867874146;0.2830242512879966;True;0;42;0.02;False
0.5201167464256287;0.425516291080108;True;0;42;0.02;False
0.8881518244743347;0.20298994599717432;True;0;42;0.04;False
0.8273392915725708;0.24861982211258665;True;0;42;0.04;False
0.8150756359100342;0.2592017715577894;True;0;42;0.04;False
0.858112633228302;0.22594772161416402;True;0;42;0.04;False
0.8282860517501831;0.2545371506992299;True;0;42;0.04;False
0.8784957528114319;0.2115708749682716;True;1;42;0.04;False
0.8408527374267578;0.2386923823310529;True;1;42;0.04;False
0.7401164770126343;0.30727711605385927;True;1;42;0.04;False
0.8620240092277527;0.2228116196083984;True;1;42;0.04;False
0.8837273120880127;0.20945334178738328;True;1;42;0.04;False
0.8890681266784668;0.2021567762193776;True;1;42;0.1;False
0.8980039954185486;0.1910867457225159;True;1;42;0.1;False
0.9460307955741882;0.1400276783315501;True;1;42;0.1;False
0.9397070407867432;0.14728870818050435;True;1;42;0.1;False
0.9421215057373047;0.14777709214251433;True;1;42;0.1;False
0.8908588290214539;0.2005185007397282;True;0;42;0.1;False
0.9236440062522888;0.16533338385094587;True;0;42;0.1;False
0.9308440089225769;0.15850969327917958;True;0;42;0.1;False
0.9334415197372437;0.15475254738217795;True;0;42;0.1;False
0.9456486105918884;0.14320354593759324;True;0;42;0.1;False
0.9500085115432739;0.1357088528326365;True;0;42;0.1;True
0.936129093170166;0.15121345712054998;True;0;42;0.1;True
0.9477585554122925;0.13776805660597846;True;0;42;0.1;True
0.8538603186607361;0.22930849718471633;True;0;42;0.1;True
0.9420588612556458;0.1478569699990471;True;0;42;0.1;True
0.724005401134491;0.3188675995412471;False;0;42;0.01;True
0.6897338628768921;0.3332776182024195;False;0;42;0.01;True
0.6961845755577087;0.33223529604601276;False;0;42;0.01;True
0.7143298387527466;0.32060370350356676;False;0;42;0.01;True
0.7217018604278564;0.32404366327201795;False;0;42;0.01;True
0.6810296773910522;0.34279558593835907;False;1;42;0.01;True
0.7412442564964294;0.3043574844545256;False;1;42;0.01;True
0.6809266805648804;0.3404756787432345;False;1;42;0.01;True
0.6505379676818848;0.35459782731406664;False;1;42;0.01;True
0.7234526872634888;0.32302275063639607;False;1;42;0.01;True
0.8323599100112915;0.24851294907319732;False;0;42;0.02;True
0.8302647471427917;0.24650458451015966;False;0;42;0.02;True
0.7914940714836121;0.27523272972687157;False;0;42;0.02;True
0.7748064994812012;0.2846518327121309;False;0;42;0.02;True
0.8222352862358093;0.25898293484708845;False;0;42;0.02;True
0.8501640558242798;0.2349460083363845;False;0;422;0.04;True
0.8652372360229492;0.21964631204596052;False;0;422;0.04;True
0.8709688782691956;0.21651503999307173;False;0;422;0.04;True
0.800892174243927;0.2676580128831591;False;0;422;0.04;True
0.8825494050979614;0.21051160768254445;False;0;422;0.04;True
0.7991812825202942;0.27199579000107493;False;1;42;0.02;True
0.8419654965400696;0.2378564471794017;False;1;42;0.02;True
0.8484320044517517;0.23466299958986403;False;1;42;0.02;True
0.7887350916862488;0.2757082521043481;False;1;42;0.02;True
0.7888175249099731;0.2822781683919257;False;1;42;0.02;True
0.9174612760543823;0.1743769447071237;False;0;422;0.1;True
0.9320566058158875;0.15595977174074524;False;0;422;0.1;True
0.9284896850585938;0.16118524449712862;False;0;422;0.1;True
0.9312548637390137;0.1572740791026884;False;0;422;0.1;True
0.9443339109420776;0.1449251542144509;False;0;422;0.1;True
0.9370192885398865;0.15232246201283933;False;1;422;0.1;True
0.9364827275276184;0.1507943110664546;False;1;422;0.1;True
0.9428771138191223;0.1440608191340397;False;1;422;0.1;True
0.9386590123176575;0.1485632940623399;False;1;422;0.1;True
0.9402929544448853;0.15009326767074538;False;1;422;0.1;True
0.9110568761825562;0.1810157445940949;False;0;42;0.04;True
0.8516393899917603;0.2304614518513302;False;0;42;0.04;True
0.8627840280532837;0.22327657086039007;False;0;42;0.04;True
0.8644272089004517;0.22086269382915424;False;0;42;0.04;True
0.8680256009101868;0.2231481205424114;False;0;42;0.04;True
0.6330427527427673;0.3676781723937644;False;0;422;0.01;True
0.6367314457893372;0.36062256255226893;False;0;422;0.01;True
0.7138042449951172;0.3224574933945424;False;0;422;0.01;True
0.670207142829895;0.3444742138247686;False;0;422;0.01;True
0.6612362861633301;0.35751712551313053;False;0;422;0.01;True
0.8908579349517822;0.20051930889359346;False;1;42;0.04;True
0.8672881126403809;0.21796856678507226;False;1;42;0.04;True
0.8154762983322144;0.2589207871798488;False;1;42;0.04;True
0.8608648180961609;0.22374560913913624;False;1;42;0.04;True
0.8743586540222168;0.21772821239049026;False;1;42;0.04;True
0.8025692105293274;0.2696916959575396;False;0;422;0.02;True
0.8058723211288452;0.2636226466812287;False;0;422;0.02;True
0.7766772508621216;0.28484416239714366;False;0;422;0.02;True
0.7607483863830566;0.29340228745960645;False;0;422;0.02;True
0.7439405918121338;0.31082699695517274;False;0;422;0.02;True
0.4966801404953003;0.4306080580646621;False;1;422;0.01;True
0.6156348586082458;0.3709462525219707;False;1;422;0.01;True
0.6681299209594727;0.3472361222769783;False;1;422;0.01;True
0.6508880853652954;0.3544201528117777;False;1;422;0.01;True
0.6791477203369141;0.34793724534094106;False;1;422;0.01;True
0.9665656089782715;0.11098306703958163;True;0;422;0.2;True
0.9742726683616638;0.09597017048784738;True;0;422;0.2;True
0.9320132732391357;0.15716393923651517;True;0;422;0.2;True
0.9614387154579163;0.11779095723429135;True;0;422;0.2;True
0.969883918762207;0.1065976688656612;True;0;422;0.2;True
0.9733730554580688;0.09904232559792674;True;0;42;0.2;True
0.9729200005531311;0.09846082176474713;True;0;42;0.2;True
0.955837070941925;0.12666880240595274;True;0;42;0.2;True
0.9514070153236389;0.1322278590399371;True;0;42;0.2;True
0.9691745638847351;0.10784570141278352;True;0;42;0.2;True
0.9534710645675659;0.13092477075388448;True;0;421;0.2;True
0.9707717299461365;0.102291698905774;True;0;421;0.2;True
0.9735119342803955;0.09809936129260494;True;0;421;0.2;True
0.9629697799682617;0.11542879691643712;True;0;421;0.2;True
0.9680333137512207;0.10982397435944834;True;0;421;0.2;True
0.9651450514793396;0.11331629622060653;False;0;422;0.2;True
0.9730194807052612;0.09827973177363371;False;0;422;0.2;True
0.9673147201538086;0.10897254127600027;False;0;422;0.2;True
0.964067816734314;0.11370460147300064;False;0;422;0.2;True
0.9746285676956177;0.09784094035197008;False;0;422;0.2;True
0.9378710389137268;0.15128889827980369;False;0;421;0.2;True
0.9601051807403564;0.11950811788711087;False;0;421;0.2;True
0.9713365435600281;0.10204811640276255;False;0;421;0.2;True
0.9571666121482849;0.12414446880014562;False;0;421;0.2;True
0.9720605611801147;0.10267319307916584;False;0;421;0.2;True
0.9689444303512573;0.10696212614342282;False;0;42;0.2;True
0.9670512676239014;0.10860712565920644;False;0;42;0.2;True
0.969432532787323;0.10538298157107065;False;0;42;0.2;True
0.9667944312095642;0.10930536812483199;False;0;42;0.2;True
0.9699351191520691;0.1065069816155134;False;0;42;0.2;True
0.930030107498169;0.16055202429465565;False;0;42;0.2;False
0.9622538685798645;0.11624522464696116;False;0;42;0.2;False
0.9669354557991028;0.10960294608133986;False;0;42;0.2;False
0.9590951800346375;0.12131743767210193;False;0;42;0.2;False
0.9703627824783325;0.1057467417446122;False;0;42;0.2;False
0.9582345485687256;0.1240420177389024;False;0;422;0.2;False
0.9724836945533752;0.09925077439673868;False;0;422;0.2;False
0.9689170122146606;0.10626796069226466;False;0;422;0.2;False
0.9696118235588074;0.10456545213213245;False;0;422;0.2;False
0.9686137437820435;0.10882237590356503;False;0;422;0.2;False
0.9584789872169495;0.1236784936479697;False;0;421;0.2;False
0.9720512628555298;0.10002760413019737;False;0;421;0.2;False
0.9477397799491882;0.13779276246961783;False;0;421;0.2;False
0.970848023891449;0.10241648750044426;False;0;421;0.2;False
0.9487437009811401;0.13906637679278908;False;0;421;0.2;False
